sid,uniprot_id,uniprot.full.name,flag1,flag2,flag3,entrezgenesymbol
SeqId_8405_108,O14672,Disintegrin and metalloproteinase domain-containing protein 10,0,0,0,ADAM10
SeqId_8406_17,P05019,Insulin-like growth factor I,0,0,0,IGF1
SeqId_8409_3,Q6UXX9,R-spondin-2,0,0,1,RSPO2
SeqId_8424_269,P35222,Catenin beta-1,0,0,1,CTNNB1
SeqId_8427_118,Q9BXY4,R-spondin-3,0,0,0,RSPO3
SeqId_8428_102,Q9P121,Neurotrimin,0,0,0,NTM
SeqId_8429_16,Q9Y2T1,Axin-2,0,0,1,AXIN2
SeqId_8443_9,,,3,1,1,non-human
SeqId_8444_3,,,3,1,1,magainins
SeqId_8444_46,,,3,1,1,magainins
SeqId_8445_184,,,3,1,1,MELT
SeqId_8445_54,,,3,1,1,MELT
SeqId_8446_4,P18509,Pituitary adenylate cyclase-activating polypeptide,5,0,1,ADCYAP1
SeqId_8447_11,Q9UBU3,Appetite-regulating hormone,0,0,0,GHRL
SeqId_8449_103,,,3,1,1,
SeqId_8449_124,,,3,1,1,
SeqId_8450_36,P18509,Pituitary adenylate cyclase-activating polypeptide,5,0,1,ADCYAP1
SeqId_8458_111,P37840,Alpha-synuclein,6,0,1,SNCA
SeqId_8459_10,P22004,Bone morphogenetic protein 6,5,0,1,BMP6
SeqId_8462_18,P01241,Somatotropin,0,0,0,GH1
SeqId_8464_31,Q2I0M5,R-spondin-4,0,0,0,RSPO4
SeqId_8465_52,P09668,Pro-cathepsin H,0,0,0,CTSH
SeqId_8467_9,P08476|P09529,Inhibin beta B chain|Inhibin beta A chain,5,0,1,INHBA INHBB
SeqId_8468_19,P07288,Prostate-specific antigen,0,0,0,KLK3
SeqId_8469_41,P18065,Insulin-like growth factor-binding protein 2,5,0,1,IGFBP2
SeqId_8470_213,O60930,Ribonuclease H1,0,0,0,RNASEH1
SeqId_8471_53,,,3,1,1,apcA apcB
SeqId_8476_11,P10645,Chromogranin-A,0,0,1,CHGA
SeqId_8479_4,P09238,Stromelysin-2,0,0,0,MMP10
SeqId_8480_29,Q12805,EGF-containing fibulin-like extracellular matrix protein 1,0,0,1,EFEMP1
SeqId_8481_26,,,3,1,1,mdh
SeqId_8481_44,,,3,1,1,mdh
SeqId_8482_39,,,3,1,1,
SeqId_8483_5,,,3,1,1,
SeqId_8484_24,P41159,Leptin,0,0,0,LEP
SeqId_8485_7,Q14145,Kelch-like ECH-associated protein 1,0,0,0,KEAP1
SeqId_8518_55,,,1,1,1,
SeqId_8520_8,Q9UKF2,Disintegrin and metalloproteinase domain-containing protein 30,0,0,0,ADAM30
SeqId_8529_1,O14763,Tumor necrosis factor receptor superfamily member 10B,0,0,0,TNFRSF10B
SeqId_8535_102,Q6E0U4,Dermokine,0,0,0,DMKN
SeqId_8556_5,Q9H6L5,Reticulophagy regulator 1,0,0,1,FAM134B
SeqId_8565_160,Q9BX97,Plasmalemma vesicle-associated protein,0,0,0,PLVAP
SeqId_8569_147,Q9NVJ2,ADP-ribosylation factor-like protein 8B,0,0,0,ARL8B
SeqId_8578_45,,,1,1,1,
SeqId_8587_21,Q6IE38,Serine protease inhibitor Kazal-type 14,0,0,0,SPINK14
SeqId_8589_13,Q9H5V8,CUB domain-containing protein 1,7,0,1,CDCP1
SeqId_8595_75,,,1,1,1,
SeqId_8597_1,Q9P0T7,Transmembrane protein 9,0,0,1,TMEM9
SeqId_8601_167,Q07954,Prolow-density lipoprotein receptor-related protein 1,5,0,1,LRP1
SeqId_8606_39,Q14956,Transmembrane glycoprotein NMB,0,0,0,GPNMB
SeqId_8613_97,,,1,1,1,
SeqId_8619_12,,,1,1,1,
SeqId_8631_13,Q96PL5,Erythroid membrane-associated protein,0,0,0,ERMAP
SeqId_8633_18,Q8TEB7,E3 ubiquitin-protein ligase RNF128,0,0,0,RNF128
SeqId_8634_187,,,1,1,1,
SeqId_8635_283,Q9BS86,Zona pellucida-binding protein 1,0,0,1,ZPBP
SeqId_8646_61,Q86VH4,Leucine-rich repeat transmembrane neuronal protein 4,0,0,1,LRRTM4
SeqId_8653_132,Q9NNZ3,DnaJ homolog subfamily C member 4,0,0,1,DNAJC4
SeqId_8654_13,O14672,Disintegrin and metalloproteinase domain-containing protein 10,0,0,0,ADAM10
SeqId_8659_68,O95866,Megakaryocyte and platelet inhibitory receptor G6b,0,0,0,G6B
SeqId_8660_5,Q9NRN5,Olfactomedin-like protein 3,0,0,1,OLFML3
SeqId_8664_36,Q504Y2,Extracellular tyrosine-protein kinase PKDCC,0,0,1,PKDCC
SeqId_8667_42,,,1,1,1,
SeqId_8671_378,Q8IUR0,Trafficking protein particle complex subunit 5,0,0,0,TRAPPC5
SeqId_8675_79,,,1,1,1,
SeqId_8681_93,O15173,Membrane-associated progesterone receptor component 2,0,0,1,PGRMC2
SeqId_8686_342,Q53FT3,Protein Hikeshi,0,0,0,C11orf73
SeqId_8687_26,Q9NUM4,Transmembrane protein 106B,0,0,0,TMEM106B
SeqId_8690_25,P56539,Caveolin-3,0,0,0,CAV3
SeqId_8696_15,Q99999,Galactosylceramide sulfotransferase,0,0,1,GAL3ST1
SeqId_8697_38,P35052,Glypican-1,0,0,1,GPC1
SeqId_8699_43,Q9NZV1,Cysteine-rich motor neuron 1 protein,0,0,1,CRIM1
SeqId_8700_325,Q8NCW6,Polypeptide N-acetylgalactosaminyltransferase 11,0,0,1,GALNT11
SeqId_8748_45,P04233,HLA class II histocompatibility antigen gamma chain,0,0,0,CD74
SeqId_8749_194,P15813,Antigen-presenting glycoprotein CD1d,6,0,1,CD1D
SeqId_8750_46,P18206,Vinculin,0,0,1,VCL
SeqId_8752_6,,,1,1,1,
SeqId_8754_5,P48645,Neuromedin-U,0,0,0,NMU
SeqId_8755_202,,,1,1,1,
SeqId_8756_41,Q9UJ90,Potassium voltage-gated channel subfamily E regulatory beta subunit 5,0,0,0,KCNE5
SeqId_8758_2,Q9UN72,Protocadherin alpha-7,0,0,0,PCDHA7
SeqId_8759_29,Q9NPC4,Lactosylceramide 4-alpha-galactosyltransferase,0,0,0,A4GALT
SeqId_8760_10,Q9BTE7,DCN1-like protein 5,7,0,1,DCUN1D5
SeqId_8761_7,,,1,1,1,
SeqId_8766_29,A6NI73,Leukocyte immunoglobulin-like receptor subfamily A member 5,0,0,0,LILRA5
SeqId_8767_44,P42892,Endothelin-converting enzyme 1,6,0,1,ECE1
SeqId_8768_4,O95999,B-cell lymphoma/leukemia 10,0,0,0,BCL10
SeqId_8769_30,,,1,1,1,
SeqId_8770_136,,,1,1,1,
SeqId_8772_5,P52799,Ephrin-B2,0,0,0,EFNB2
SeqId_8773_172,Q9NT22,EMILIN-3,0,0,0,EMILIN3
SeqId_8775_61,Q8N5W8,Protein FAM24B,0,0,0,FAM24B
SeqId_8776_10,O75477,Erlin-1,0,0,1,ERLIN1
SeqId_8777_5,,,1,1,1,
SeqId_8778_3,Q13253,Noggin,0,0,0,NOG
SeqId_8780_2,Q9P2E7,Protocadherin-10,0,0,0,PCDH10
SeqId_8783_216,,,1,1,1,
SeqId_8784_7,Q6UWZ7,BRCA1-A complex subunit Abraxas 1,0,0,0,FAM175A
SeqId_8785_1,Q96C12,Armadillo repeat-containing protein 5,0,0,0,ARMC5
SeqId_8786_6,Q6P995,Protein FAM171B,0,0,0,FAM171B
SeqId_8787_21,,,1,1,1,
SeqId_8791_151,P35218,"Carbonic anhydrase 5A, mitochondrial",0,0,0,CA5A
SeqId_8792_17,,,1,1,1,
SeqId_8793_13,,,1,1,1,
SeqId_8794_13,P16444,Dipeptidase 1,0,0,0,DPEP1
SeqId_8795_48,P02786,Transferrin receptor protein 1,0,0,1,TFRC
SeqId_8800_14,Q96AE7,Tetratricopeptide repeat protein 17,0,0,0,TTC17
SeqId_8802_24,,,1,1,1,
SeqId_8803_61,Q15223,Nectin-1,0,0,0,PVRL1
SeqId_8804_39,Q9P218,Collagen alpha-1(XX) chain,0,0,0,COL20A1
SeqId_8806_18,,,1,1,1,
SeqId_8807_13,Q13596,Sorting nexin-1,0,0,0,SNX1
SeqId_8808_90,,,1,1,1,
SeqId_8810_26,Q14CZ8,Hepatocyte cell adhesion molecule,0,0,0,HEPACAM
SeqId_8811_24,Q13145,BMP and activin membrane-bound inhibitor homolog,7,0,1,BAMBI
SeqId_8813_160,P10599,Thioredoxin,0,0,0,TXN
SeqId_8814_33,Q6NUJ1,Proactivator polypeptide-like 1,0,0,1,PSAPL1
SeqId_8815_1,Q6UWY5,Olfactomedin-like protein 1,0,0,0,OLFML1
SeqId_8817_29,Q7Z7K6,Centromere protein V,0,0,0,CENPV
SeqId_8818_13,P38484,Interferon gamma receptor 2,0,0,0,IFNGR2
SeqId_8820_2,,,1,1,1,
SeqId_8822_163,,,1,1,1,
SeqId_8824_2,,,1,1,1,
SeqId_8825_4,Q9UKJ1,Paired immunoglobulin-like type 2 receptor alpha,0,0,0,PILRA
SeqId_8828_21,Q6NXG1,Epithelial splicing regulatory protein 1,0,0,0,ESRP1
SeqId_8832_55,Q10589,Bone marrow stromal antigen 2,0,0,0,BST2
SeqId_8833_20,P50591,Tumor necrosis factor ligand superfamily member 10,0,0,0,TNFSF10
SeqId_8834_58,P27824,Calnexin,0,0,0,CANX
SeqId_8837_8,O75121,Microfibrillar-associated protein 3-like,0,0,0,MFAP3L
SeqId_8838_10,Q6P4E1,Protein CASC4,0,0,0,CASC4
SeqId_8839_4,O75431,Metaxin-2,0,0,0,MTX2
SeqId_8840_61,P09871,Complement C1s subcomponent,0,0,1,C1S
SeqId_8841_65,Q8IUL8,Cartilage intermediate layer protein 2,0,0,0,CILP2
SeqId_8842_16,Q8IYS0,Protein Aster-C,0,0,0,GRAMD1C
SeqId_8843_34,Q9Y2G1,Myelin regulatory factor,0,0,1,MYRF
SeqId_8845_2,O15072,A disintegrin and metalloproteinase with thrombospondin motifs 3,0,0,1,ADAMTS3
SeqId_8850_5,Q5R387,Putative inactive group IIC secretory phospholipase A2,0,0,0,PLA2G2C
SeqId_8852_10,Q8TAQ9,SUN domain-containing protein 3,0,0,0,SUN3
SeqId_8853_2,Q9UMR7,C-type lectin domain family 4 member A,0,0,0,CLEC4A
SeqId_8858_21,Q9NR55,Basic leucine zipper transcriptional factor ATF-like 3,0,0,0,BATF3
SeqId_8859_51,O75493,Carbonic anhydrase-related protein 11,0,0,1,CA11
SeqId_8863_3,P27986,Phosphatidylinositol 3-kinase regulatory subunit alpha,0,0,0,PIK3R1
SeqId_8864_59,Q5EE01,Centromere protein W,0,0,1,CENPW
SeqId_8866_53,Q9NXS2,Glutaminyl-peptide cyclotransferase-like protein,0,0,0,QPCTL
SeqId_8867_18,P09466,Glycodelin,0,0,0,PAEP
SeqId_8868_4,,,1,1,1,
SeqId_8869_5,Q7KYR7,Butyrophilin subfamily 2 member A1,0,0,0,BTN2A1
SeqId_8870_38,P06748,Nucleophosmin,0,0,0,NPM1
SeqId_8872_1,P60059,Protein transport protein Sec61 subunit gamma,0,0,0,SEC61G
SeqId_8874_53,O75503,Ceroid-lipofuscinosis neuronal protein 5,0,0,0,CLN5
SeqId_8876_51,P58401,Neurexin-2-beta,0,0,0,NRXN2
SeqId_8877_22,P58658,Protein eva-1 homolog C,0,0,1,EVA1C
SeqId_8878_48,Q96MU7,YTH domain-containing protein 1,0,0,0,YTHDC1
SeqId_8882_1,P78536,Disintegrin and metalloproteinase domain-containing protein 17,0,0,0,ADAM17
SeqId_8885_6,Q8IZS8,Voltage-dependent calcium channel subunit alpha-2/delta-3,0,0,0,CACNA2D3
SeqId_8887_21,Q9Y266,Nuclear migration protein nudC,0,0,1,NUDC
SeqId_8888_33,A6NGZ8,Small integral membrane protein 9,0,0,0,SMIM9
SeqId_8889_5,Q9ULG6,Cell cycle progression protein 1,0,0,1,CCPG1
SeqId_8890_9,Q14DG7,Transmembrane protein 132B,0,0,0,TMEM132B
SeqId_8891_7,Q9H3G5,Probable serine carboxypeptidase CPVL,0,0,0,CPVL
SeqId_8892_14,Q5VY43,Platelet endothelial aggregation receptor 1,0,0,1,PEAR1
SeqId_8893_29,P09874,Poly [ADP-ribose] polymerase 1,0,0,1,PARP1
SeqId_8894_80,Q99729,Heterogeneous nuclear ribonucleoprotein A/B,5,0,1,HNRNPAB
SeqId_8897_3,A6NM11,Leucine-rich repeat-containing protein 37A2,0,0,0,LRRC37A2
SeqId_8898_19,,,1,1,1,
SeqId_8899_75,Q9HAW9,UDP-glucuronosyltransferase 1-8,0,0,0,UGT1A8
SeqId_8900_28,Q92859,Neogenin,0,0,0,NEO1
SeqId_8901_40,P61981,14-3-3 protein gamma,4,0,1,YWHAG
SeqId_8903_1,P09669,Cytochrome c oxidase subunit 6C,0,0,1,COX6C
SeqId_8905_20,Q9NPA1,Calcium-activated potassium channel subunit beta-3,0,0,1,KCNMB3
SeqId_8906_60,Q8N967,Leucine-rich repeat and transmembrane domain-containing protein 2,0,0,1,LRTM2
SeqId_8907_11,Q9Y4X1,UDP-glucuronosyltransferase 2A1,0,0,1,UGT2A1
SeqId_8908_14,Q9UJ90,Potassium voltage-gated channel subfamily E regulatory beta subunit 5,0,0,0,KCNE5
SeqId_8909_77,P46926,Glucosamine-6-phosphate isomerase 1,0,0,0,GNPDA1
SeqId_8913_22,Q96RL6,Sialic acid-binding Ig-like lectin 11,0,0,0,SIGLEC11
SeqId_8916_32,Q13586,Stromal interaction molecule 1,7,0,1,STIM1
SeqId_8918_64,Q14289,Protein-tyrosine kinase 2-beta,0,0,1,PTK2B
SeqId_8921_139,Q86U42,Polyadenylate-binding protein 2,0,0,0,PABPN1
SeqId_8922_4,Q9ULS5,Transmembrane and coiled-coil domain protein 3,0,0,0,TMCC3
SeqId_8923_94,Q8N428,Polypeptide N-acetylgalactosaminyltransferase 16,0,0,0,GALNT16
SeqId_8924_55,Q9NYX4,Neuron-specific vesicular protein calcyon,0,0,0,CALY
SeqId_8925_25,Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B,0,0,0,RRM2B
SeqId_8927_6,E0CX11,Short transmembrane mitochondrial protein 1,0,0,0,C7orf73
SeqId_8929_7,A6H8Y1,Transcription factor TFIIIB component B'' homolog,0,0,1,BDP1
SeqId_8931_124,P27469,G0/G1 switch protein 2,0,0,1,G0S2
SeqId_8932_1,O75354,Ectonucleoside triphosphate diphosphohydrolase 6,0,0,0,ENTPD6
SeqId_8933_84,Q06413,Myocyte-specific enhancer factor 2C,0,0,0,MEF2C
SeqId_8935_22,O95255,Multidrug resistance-associated protein 6,0,0,1,ABCC6
SeqId_8941_4,Q9NZ94,Neuroligin-3,6,0,1,NLGN3
SeqId_8942_2,Q7Z2W9,"39S ribosomal protein L21, mitochondrial",0,0,1,MRPL21
SeqId_8944_42,,,1,1,1,
SeqId_8945_7,Q15018,BRISC complex subunit Abraxas 2,0,0,0,FAM175B
SeqId_8946_38,Q96RI1,Bile acid receptor,0,0,0,NR1H4
SeqId_8947_268,,,1,1,1,
SeqId_8948_13,Q9H013,Disintegrin and metalloproteinase domain-containing protein 19,0,0,0,ADAM19
SeqId_8949_3,,,1,1,1,
SeqId_8950_4,Q9UQC9,Calcium-activated chloride channel regulator 2,0,0,0,CLCA2
SeqId_8951_162,Q6UVK1,Chondroitin sulfate proteoglycan 4,0,0,0,CSPG4
SeqId_8953_47,P51858,Hepatoma-derived growth factor,5,0,1,HDGF
SeqId_8954_30,Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,0,0,1,MAP4K1
SeqId_8955_60,Q68CQ7,Glycosyltransferase 8 domain-containing protein 1,0,0,0,GLT8D1
SeqId_8956_96,Q96GP6,Scavenger receptor class F member 2,0,0,0,SCARF2
SeqId_8957_72,Q96DZ1,Endoplasmic reticulum lectin 1,0,0,0,ERLEC1
SeqId_8958_51,O00533,Neural cell adhesion molecule L1-like protein,0,0,0,CHL1
SeqId_8959_61,P78536,Disintegrin and metalloproteinase domain-containing protein 17,0,0,0,ADAM17
SeqId_8960_3,Q6P179,Endoplasmic reticulum aminopeptidase 2,0,0,0,ERAP2
SeqId_8962_48,P23443,Ribosomal protein S6 kinase beta-1,0,0,1,RPS6KB1
SeqId_8963_8,Q9UEU0,Vesicle transport through interaction with t-SNAREs homolog 1B,0,0,1,VTI1B
SeqId_8964_14,,,1,1,1,
SeqId_8967_6,Q9BV47,Dual specificity protein phosphatase 26,0,0,0,DUSP26
SeqId_8969_49,P08571,Monocyte differentiation antigen CD14,0,0,1,CD14
SeqId_8970_9,O43353,Receptor-interacting serine/threonine-protein kinase 2,0,0,0,RIPK2
SeqId_8971_9,Q9ULB1,Neurexin-1,0,0,0,NRXN1
SeqId_8973_23,Q96PJ5,Fc receptor-like protein 4,0,0,0,FCRL4
SeqId_8974_172,P39059,Collagen alpha-1(XV) chain,0,0,0,COL15A1
SeqId_8975_26,Q92600,CCR4-NOT transcription complex subunit 9,0,0,1,RQCD1
SeqId_8976_13,Q00973,"Beta-1,4 N-acetylgalactosaminyltransferase 1",0,0,0,B4GALNT1
SeqId_8978_30,Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3,0,0,1,MAP4K3
SeqId_8979_1,,,1,1,1,
SeqId_8980_19,Q6Q8B3,Cell surface glycoprotein CD200 receptor 2,0,0,0,CD200R1L
SeqId_8982_65,P49746,Thrombospondin-3,0,0,0,THBS3
SeqId_8983_7,Q8NBJ4,Golgi membrane protein 1,0,0,0,GOLM1
SeqId_8985_13,Q96JX3,Protein SERAC1,0,0,1,SERAC1
SeqId_8989_40,Q8IWY4,"Signal peptide, CUB and EGF-like domain-containing protein 1",0,0,0,SCUBE1
SeqId_8990_42,P54709,Sodium/potassium-transporting ATPase subunit beta-3,0,1,1,ATP1B3
SeqId_8991_115,Q96PJ5,Fc receptor-like protein 4,0,0,0,FCRL4
SeqId_8992_1,Q9UHN6,Cell surface hyaluronidase,0,0,0,TMEM2
SeqId_8993_151,O43353,Receptor-interacting serine/threonine-protein kinase 2,0,0,0,RIPK2
SeqId_8994_65,Q9P0V8,SLAM family member 8,0,0,0,SLAMF8
SeqId_8998_15,Q9Y661,Heparan sulfate glucosamine 3-O-sulfotransferase 4,0,0,0,HS3ST4
SeqId_8999_19,P40198,Carcinoembryonic antigen-related cell adhesion molecule 3,0,0,0,CEACAM3
SeqId_9000_177,Q07837,Neutral and basic amino acid transport protein rBAT,0,0,0,SLC3A1
SeqId_9002_36,Q86U17,Serpin A11,0,0,1,SERPINA11
SeqId_9003_99,Q9UEW3,Macrophage receptor MARCO,0,0,1,MARCO
SeqId_9004_24,O15165,Low-density lipoprotein receptor class A domain-containing protein 4,0,0,0,LDLRAD4
SeqId_9005_16,Q9UIW2,Plexin-A1,0,0,0,PLXNA1
SeqId_9008_6,O14668,Transmembrane gamma-carboxyglutamic acid protein 1,0,0,0,PRRG1
SeqId_9010_3,,,1,1,1,
SeqId_9012_1,O94906,Pre-mRNA-processing factor 6,0,0,0,PRPF6
SeqId_9014_18,Q86YD3,Transmembrane protein 25,0,0,1,TMEM25
SeqId_9015_1,Q9Y2Y8,Proteoglycan 3,0,0,0,PRG3
SeqId_9016_12,P55055,Oxysterols receptor LXR-beta,0,0,1,NR1H2
SeqId_9017_58,P09848,Lactase-phlorizin hydrolase,0,0,0,LCT
SeqId_9018_38,Q9P2E7,Protocadherin-10,0,0,0,PCDH10
SeqId_9021_1,Q96D42,Hepatitis A virus cellular receptor 1,0,0,0,HAVCR1
SeqId_9022_49,Q7Z7B7,Beta-defensin 132,0,0,1,DEFB132
SeqId_9023_9,,,1,1,1,
SeqId_9025_5,Q9NZD4,Alpha-hemoglobin-stabilizing protein,0,0,1,AHSP
SeqId_9026_40,Q6UX41,Butyrophilin-like protein 8,0,0,0,BTNL8
SeqId_9027_10,Q8NFZ4,Neuroligin-2,0,0,0,NLGN2
SeqId_9028_5,Q9NVV4,"Poly(A) RNA polymerase, mitochondrial",0,0,0,MTPAP
SeqId_9030_56,A1L188,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8,0,0,0,C17orf89
SeqId_9032_30,P08922,Proto-oncogene tyrosine-protein kinase ROS,0,0,1,ROS1
SeqId_9035_2,P50539,Max-interacting protein 1,0,0,0,MXI1
SeqId_9037_1,Q9P2W9,Syntaxin-18,0,0,0,STX18
SeqId_9038_12,O76095,Protein JTB,0,0,0,JTB
SeqId_9039_47,Q5JTV8,Torsin-1A-interacting protein 1,0,0,1,TOR1AIP1
SeqId_9040_144,Q9UM22,Mammalian ependymin-related protein 1,0,0,0,EPDR1
SeqId_9043_7,Q9UBB9,Tuftelin-interacting protein 11,0,0,1,TFIP11
SeqId_9044_1,Q8WYK1,Contactin-associated protein-like 5,0,0,0,CNTNAP5
SeqId_9045_3,O14975,Very long-chain acyl-CoA synthetase,0,0,0,SLC27A2
SeqId_9046_46,,,1,1,1,
SeqId_9049_2,O15427,Monocarboxylate transporter 4,0,0,0,SLC16A3
SeqId_9050_170,Q9BUV0,Arginine/serine-rich protein 1,0,0,0,RSRP1
SeqId_9051_13,P24001,Interleukin-32,0,0,0,IL32
SeqId_9053_16,P52943,Cysteine-rich protein 2,0,0,1,CRIP2
SeqId_9054_8,,,1,1,1,
SeqId_9055_81,P0CAP1,Myocardial zonula adherens protein,0,0,0,MYZAP
SeqId_9057_19,Q16186,Proteasomal ubiquitin receptor ADRM1,0,0,0,ADRM1
SeqId_9058_1,Q9BVV7,Mitochondrial import inner membrane translocase subunit Tim21,0,0,0,TIMM21
SeqId_9059_14,Q92565,Rap guanine nucleotide exchange factor 5,0,0,1,RAPGEF5
SeqId_9060_27,Q9UPX0,Protein turtle homolog B,0,0,0,IGSF9B
SeqId_9061_3,O15013,Rho guanine nucleotide exchange factor 10,0,0,1,ARHGEF10
SeqId_9063_9,,,1,1,1,
SeqId_9064_12,Q9Y6U7,RING finger protein 215,0,0,1,RNF215
SeqId_9067_152,,,1,1,1,
SeqId_9068_17,Q5VZ66,Janus kinase and microtubule-interacting protein 3,0,0,0,JAKMIP3
SeqId_9070_1,Q0P5P2,Uncharacterized protein C17orf67,0,0,0,C17orf67
SeqId_9073_35,,,1,1,1,
SeqId_9074_6,Q96IV6,Fatty acid hydroxylase domain-containing protein 2,0,0,0,FAXDC2
SeqId_9075_121,Q9UPX6,Major intrinsically disordered Notch2-binding receptor 1,0,0,0,KIAA1024
SeqId_9076_25,P01210,Proenkephalin-A,0,0,0,PENK
SeqId_9077_10,O60476,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",0,0,1,MAN1A2
SeqId_9078_207,Q13884,Beta-1-syntrophin,0,0,1,SNTB1
SeqId_9080_1,,,1,1,1,
SeqId_9081_39,Q99726,Zinc transporter 3,0,0,1,SLC30A3
SeqId_9082_25,Q5TEA6,Protein sel-1 homolog 2,0,0,1,SEL1L2
SeqId_9087_8,Q5JS37,NHL repeat-containing protein 3,0,0,0,NHLRC3
SeqId_9088_20,,,1,1,1,
SeqId_9089_77,Q8WXH2,Junctophilin-3,0,0,0,JPH3
SeqId_9090_9,Q96C24,Synaptotagmin-like protein 4,0,0,1,SYTL4
SeqId_9092_33,O95841,Angiopoietin-related protein 1,0,0,0,ANGPTL1
SeqId_9094_5,Q8WTT0,C-type lectin domain family 4 member C,0,0,0,CLEC4C
SeqId_9095_5,Q15390,Mitochondrial fission regulator 1,0,0,0,MTFR1
SeqId_9097_5,Q6UXG2,UPF0577 protein KIAA1324,0,0,0,KIAA1324
SeqId_9099_19,O00445,Synaptotagmin-5,0,0,0,SYT5
SeqId_9100_32,Q6UWT4,Uncharacterized protein C5orf46,0,0,1,C5orf46
SeqId_9102_28,Q5T4F4,Protrudin,0,0,0,ZFYVE27
SeqId_9106_87,Q5XG99,LysM and putative peptidoglycan-binding domain-containing protein 4,0,0,0,LYSMD4
SeqId_9107_59,Q8N2F6,Armadillo repeat-containing protein 10,0,0,0,ARMC10
SeqId_9108_48,,,1,1,1,
SeqId_9110_2,Q9BSW7,Synaptotagmin-17,0,0,0,SYT17
SeqId_9111_40,Q96JJ6,Junctophilin-4,0,0,0,JPH4
SeqId_9114_84,Q5DID0,Uromodulin-like 1,0,0,1,UMODL1
SeqId_9115_78,O15204,ADAM DEC1,0,0,0,ADAMDEC1
SeqId_9116_28,A8MVW5,HEPACAM family member 2,0,0,0,HEPACAM2
SeqId_9117_4,Q9NZH8,Interleukin-36 gamma,0,0,0,IL36G
SeqId_9118_7,Q9BQI7,PH and SEC7 domain-containing protein 2,0,0,0,PSD2
SeqId_9121_28,Q10981,Galactoside 2-alpha-L-fucosyltransferase 2,0,0,0,FUT2
SeqId_9122_8,,,1,1,1,
SeqId_9123_18,Q8N350,Voltage-dependent calcium channel beta subunit-associated regulatory protein,0,0,0,DOS
SeqId_9125_23,P48740,Mannan-binding lectin serine protease 1,0,0,0,MASP1
SeqId_9126_171,Q86UY8,5'-nucleotidase domain-containing protein 3,0,0,1,NT5DC3
SeqId_9127_4,P58743,Prestin,0,0,0,SLC26A5
SeqId_9128_34,Q9NZU0,Leucine-rich repeat transmembrane protein FLRT3,0,0,0,FLRT3
SeqId_9168_31,Q9Y258,C-C motif chemokine 26,0,0,0,CCL26
SeqId_9170_24,Q16552,Interleukin-17A,0,0,0,IL17A
SeqId_9171_11,P50461,Cysteine and glycine-rich protein 3,0,0,0,CSRP3
SeqId_9172_69,P22894,Neutrophil collagenase,0,0,0,MMP8
SeqId_9173_21,P36871,Phosphoglucomutase-1,0,0,0,PGM1
SeqId_9175_48,O60469,Down syndrome cell adhesion molecule,0,0,0,DSCAM
SeqId_9176_3,P15941,Mucin-1,0,0,0,MUC1
SeqId_9177_6,P58499,Protein FAM3B,0,0,0,FAM3B
SeqId_9178_30,Q02297,"Pro-neuregulin-1, membrane-bound isoform",0,0,0,NRG1
SeqId_9180_6,P38484,Interferon gamma receptor 2,0,1,1,IFNGR2
SeqId_9182_3,Q07954,Prolow-density lipoprotein receptor-related protein 1,0,0,0,LRP1
SeqId_9183_7,P17181,Interferon alpha/beta receptor 1,0,0,0,IFNAR1
SeqId_9185_15,P04155,Trefoil factor 1,0,0,0,TFF1
SeqId_9187_2,P05114,Non-histone chromosomal protein HMG-14,0,0,1,HMGN1
SeqId_9188_119,Q07325,C-X-C motif chemokine 9,0,0,0,CXCL9
SeqId_9190_7,P08962,CD63 antigen,0,0,0,CD63
SeqId_9191_8,Q03403,Trefoil factor 2,0,0,0,TFF2
SeqId_9196_8,P47929,Galectin-7,0,0,0,LGALS7
SeqId_9197_4,O00182,Galectin-9,0,0,1,LGALS9
SeqId_9199_6,P60604,Ubiquitin-conjugating enzyme E2 G2,0,0,0,UBE2G2
SeqId_9201_13,P37802,Transgelin-2,6,0,1,TAGLN2
SeqId_9202_309,P48047,"ATP synthase subunit O, mitochondrial",0,0,1,ATP5O
SeqId_9204_33,P01189,Pro-opiomelanocortin,6,0,1,POMC
SeqId_9207_60,O95825,Quinone oxidoreductase-like protein 1,0,0,0,CRYZL1
SeqId_9211_19,P36955,Pigment epithelium-derived factor,0,0,1,SERPINF1
SeqId_9212_22,Q9UBX1,Cathepsin F,0,0,0,CTSF
SeqId_9213_24,O95954,Formimidoyltransferase-cyclodeaminase,0,1,1,FTCD
SeqId_9215_117,Q9UHP3,Ubiquitin carboxyl-terminal hydrolase 25,0,0,0,USP25
SeqId_9216_100,O15031,Plexin-B2,0,0,0,PLXNB2
SeqId_9219_70,Q9UMX5,Neudesin,0,0,0,NENF
SeqId_9220_7,P54753,Ephrin type-B receptor 3,0,0,0,EPHB3
SeqId_9221_6,Q6GPH6,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1",0,0,1,ITPRIPL1
SeqId_9223_11,P55145,Mesencephalic astrocyte-derived neurotrophic factor,0,0,1,MANF
